strain,sex,animal_id,lifespan_median,lifespandays
CBA/J,f,00068b257a,,786
CBA/J,f,00068b2790,,626
CBA/J,f,00068b28f4,,777
CBA/J,f,00068b293e,,786
CBA/J,f,000699f5cf,,862
CBA/J,f,000699f9ba,,863
CBA/J,f,00069a18af,,756
CBA/J,f,288,,324
CBA/J,f,289,,434
CBA/J,f,290,,437
CBA/J,m,00068af3eb,,728
CBA/J,m,00068af618,,532
CBA/J,m,00068af621,,886
CBA/J,m,00068af72d,,393
CBA/J,m,00068affbd,,609
CBA/J,m,00068affcc,,871
CBA/J,m,00068b004d,,478
CBA/J,m,00068b00fb,,913
CBA/J,m,00068b02cf,,869
CBA/J,m,00068b03f3,,708
CBA/J,m,00068b0468,,750
CBA/J,m,00068b05bf,,560
CBA/J,m,00068b06a5,,387
CBA/J,m,00068b06bb,,332
CBA/J,m,00068b101f,,738
CBA/J,m,00068b11a6,,449
CBA/J,m,00068b11f4,,539
CBA/J,m,00068b1623,,701
CBA/J,m,00068b17c1,,820
CBA/J,m,00068b1933,,750
CBA/J,m,00068b1cfb,,577
CBA/J,m,00068b1e79,,379
CBA/J,m,00068b28db,,777
CBA/J,m,00068b29b3,,854
CBA/J,m,291,,477
CBA/J,m,292,,508
CBA/J,m,293,,616
CBA/J,m,294,,679
CBA/J,m,295,,540
CBA/J,m,296,,651
CBA/J,m,297,,808
CBA/J,m,298,,840
DBA/2J,f,00068B103C,,287
DBA/2J,f,00068B1E95,,295
DBA/2J,f,00068CD774,,456
DBA/2J,f,00068D0E8F,,785
DBA/2J,f,00068D1B42,,872
DBA/2J,f,00068D3033,,785
DBA/2J,f,00068D30C7,,635
DBA/2J,f,00068D4480,,665
DBA/2J,f,00068af106,,372
DBA/2J,f,00068af1c8,,829
DBA/2J,f,00068af1df,,337
DBA/2J,f,00068af411,,319
DBA/2J,f,00068af7e5,,827
DBA/2J,f,00068afaf3,,722
DBA/2J,f,00068afb73,,448
DBA/2J,f,00068afd71,,518
DBA/2J,f,00068b047e,,413
DBA/2J,f,00068b09a9,,680
DBA/2J,f,00068b0e90,,840
DBA/2J,f,00068b1862,,687
DBA/2J,f,00068b2303,,890
DBA/2J,f,00068b2778,,443
DBA/2J,f,00068d07b9,,518
DBA/2J,f,00068d1da0,,707
DBA/2J,f,000699fa35,,672
DBA/2J,f,00069a12de,,666
DBA/2J,f,00069a13e5,,917
DBA/2J,f,00069a2716,,847
DBA/2J,f,299,,260
DBA/2J,f,300,,260
DBA/2J,f,301,,290
DBA/2J,f,302,,324
DBA/2J,m,00068af28b,,525
DBA/2J,m,00068b03da,,410
DBA/2J,m,00068b09ed,,708
DBA/2J,m,00068b0eb0,,826
DBA/2J,m,00068b141f,,364
DBA/2J,m,00068b1beb,,724
DBA/2J,m,00068b2354,,339
DBA/2J,m,00068b2987,,826
DBA/2J,m,00068cdc48,,513
DBA/2J,m,00068ce238,,666
DBA/2J,m,00068cfb0d,,739
DBA/2J,m,00068cfd22,,666
DBA/2J,m,000699fa1d,,904
DBA/2J,m,000699fc25,,701
DBA/2J,m,00069A129E,,492
DBA/2J,m,00069a10e8,,745
DBA/2J,m,00069a15c5,,715
DBA/2J,m,00069a15cd,,759
DBA/2J,m,00069a15f2,,757
DBA/2J,m,00069a2112,,812
DBA/2J,m,00069a2460,,772
DBA/2J,m,00069a2504,,644
DBA/2J,m,303,,364
DBA/2J,m,304,,238
DBA/2J,m,305,,781
DBA/2J,m,306,,694
DBA/2J,m,307,,746
DBA/2J,m,308,,799
DBA/2J,m,309,,372
FVB/NJ,f,00068af08c,,812
FVB/NJ,f,00068afae6,,882
FVB/NJ,f,00068afb25,,652
FVB/NJ,f,00068afb74,,701
FVB/NJ,f,00068b0041,,388
FVB/NJ,f,00068b0c1b,,462
FVB/NJ,f,00068b0c77,,659
FVB/NJ,f,00068b1253,,966
FVB/NJ,f,00068b1396,,655
FVB/NJ,f,00068b14b6,,952
FVB/NJ,f,00068b1a8c,,595
FVB/NJ,f,00068b1db2,,944
FVB/NJ,f,00068b2732,,869
FVB/NJ,f,00068b299d,,1016
FVB/NJ,f,00068ce30d,,760
FVB/NJ,f,00068ce99d,,856
FVB/NJ,f,00068cf60f,,722
FVB/NJ,f,00068cfae3,,1016
FVB/NJ,f,00068d020a,,1071
FVB/NJ,f,00068d0eb0,,1101
FVB/NJ,f,00068d4303,,602
FVB/NJ,f,00069A1D3C,,794
FVB/NJ,f,00069A1DB8,,904
FVB/NJ,f,313,,378
FVB/NJ,f,314,,533
FVB/NJ,f,315,,218
FVB/NJ,m,00068B2486,,816
FVB/NJ,m,00068D0C81,,588
FVB/NJ,m,00068af281,,1079
FVB/NJ,m,00068aff29,,591
FVB/NJ,m,00068b051d,,665
FVB/NJ,m,00068b150a,,553
FVB/NJ,m,00068b287b,,415
FVB/NJ,m,00068b29d4,,652
FVB/NJ,m,00068ce052,,582
FVB/NJ,m,00069a04cb,,729
FVB/NJ,m,00069a050d,,598
FVB/NJ,m,00069a1458,,876
FVB/NJ,m,00069a17bc,,598
FVB/NJ,m,00069a1ea7,,588
FVB/NJ,m,00069a295d,,744
FVB/NJ,m,319,,253
FVB/NJ,m,320,,476
FVB/NJ,m,321,,553
FVB/NJ,m,322,,562
FVB/NJ,m,323,,693
FVB/NJ,m,324,,581
FVB/NJ,m,325,,708
FVB/NJ,m,326,,882
FVB/NJ,m,327,,386
KK/HlJ,f,00068af334,,482
KK/HlJ,f,00068af49a,,509
KK/HlJ,f,00068afe4a,,609
KK/HlJ,f,00068b00ed,,573
KK/HlJ,f,00068b07f0,,538
KK/HlJ,f,00068b08e1,,564
KK/HlJ,f,00068b0c94,,678
KK/HlJ,f,00068b1097,,671
KK/HlJ,f,00068b1cc1,,760
KK/HlJ,f,00068ced2c,,482
KK/HlJ,f,00068ceddd,,593
KK/HlJ,f,00068d042e,,614
KK/HlJ,f,00068d0875,,586
KK/HlJ,f,00068d2dea,,593
KK/HlJ,f,00068d3cf5,,366
KK/HlJ,f,00068d4a75,,849
KK/HlJ,f,00069a03bc,,567
KK/HlJ,f,00069a14ca,,643
KK/HlJ,f,00069a250a,,621
KK/HlJ,f,00069a2fd3,,607
KK/HlJ,f,329,,608
KK/HlJ,f,330,,650
KK/HlJ,f,331,,738
KK/HlJ,f,332,,487
KK/HlJ,f,333,,497
KK/HlJ,f,334,,567
KK/HlJ,f,335,,648
KK/HlJ,f,41,,419
KK/HlJ,f,42,,551
KK/HlJ,f,43,,607
KK/HlJ,f,44,,677
KK/HlJ,m,00068CD8AD,,616
KK/HlJ,m,00068CD987,,538
KK/HlJ,m,00068CE6FA,,700
KK/HlJ,m,00068CEA69,,857
KK/HlJ,m,00068D00AB,,762
KK/HlJ,m,00068D0963,,531
KK/HlJ,m,00068D0CBA,,469
KK/HlJ,m,00068D1E5F,,566
KK/HlJ,m,00068af154,,686
KK/HlJ,m,00068af52b,,714
KK/HlJ,m,00068b00c0,,1021
KK/HlJ,m,00068b00e4,,441
KK/HlJ,m,00068b0110,,693
KK/HlJ,m,00068b02e1,,672
KK/HlJ,m,00068b0709,,441
KK/HlJ,m,00068b09ce,,548
KK/HlJ,m,00068b0fa4,,693
KK/HlJ,m,00068b10ab,,650
KK/HlJ,m,00068b13ec,,720
KK/HlJ,m,00068b14b0,,532
KK/HlJ,m,00068b16de,,791
KK/HlJ,m,00068b17cc,,603
KK/HlJ,m,00068b1bcc,,603
KK/HlJ,m,00068b1c2e,,686
KK/HlJ,m,00068b2a68,,478
KK/HlJ,m,00068cfd5a,,806
KK/HlJ,m,00068d2a26,,670
KK/HlJ,m,00068d3bbc,,365
KK/HlJ,m,337,,539
KK/HlJ,m,338,,607
KK/HlJ,m,339,,607
KK/HlJ,m,340,,720
LP/J,f,00068B006F,,815
LP/J,f,00068B0363,,815
LP/J,f,00068B094E,,850
LP/J,f,00068B0E32,,666
LP/J,f,00068B14F7,,766
LP/J,f,00068B1AFF,,722
LP/J,f,00068B1EEB,,450
LP/J,f,00068b19a5,,1113
LP/J,f,00068cdb34,,1059
LP/J,f,00068cea71,,750
LP/J,f,00068cf0d4,,715
LP/J,f,00068cf39f,,835
LP/J,f,00068d03c8,,966
LP/J,f,00068d1357,,532
LP/J,f,00068d1390,,974
LP/J,f,00068d2091,,800
LP/J,f,00068d29c2,,630
LP/J,f,00068d2d54,,1010
LP/J,f,00068d3606,,778
LP/J,f,00068d3629,,1043
LP/J,f,00069a0ae7,,973
LP/J,f,00069a1961,,700
LP/J,f,00069a2746,,665
LP/J,f,00069a2a49,,912
LP/J,f,341,,239
LP/J,f,45,,721
LP/J,f,46,,840
LP/J,f,47,,1043
LP/J,f,48,,764
LP/J,f,49,,875
LP/J,f,50,,946
LP/J,m,00068B2AD2,,756
LP/J,m,00068af45c,,788
LP/J,m,00068af5fc,,800
LP/J,m,00068af905,,630
LP/J,m,00068afae1,,619
LP/J,m,00068afe37,,862
LP/J,m,00068b00df,,750
LP/J,m,00068b065f,,979
LP/J,m,00068b0661,,829
LP/J,m,00068b06bd,,959
LP/J,m,00068b0b4d,,947
LP/J,m,00068b0e5b,,966
LP/J,m,00068b1153,,830
LP/J,m,00068b13ea,,798
LP/J,m,00068b148b,,700
LP/J,m,00068b18f7,,700
LP/J,m,00068b1b1e,,723
LP/J,m,00068b1fc5,,862
LP/J,m,00068b24d4,,933
LP/J,m,00068b259e,,577
LP/J,m,00068b2820,,828
LP/J,m,00068b2948,,837
LP/J,m,00068b2984,,834
LP/J,m,00068b2adf,,721
LP/J,m,343,,707
LP/J,m,344,,822
LP/J,m,345,,822
LP/J,m,346,,1121
LP/J,m,347,,700
LP/J,m,348,,721
LP/J,m,349,,808
LP/J,m,350,,855
MOLF/EiJ,f,00069805a7,,650
MOLF/EiJ,f,00069806a1,,347
MOLF/EiJ,f,000698070b,,448
MOLF/EiJ,f,000698074c,,720
MOLF/EiJ,f,00069809fd,,682
MOLF/EiJ,f,0006980a08,,426
MOLF/EiJ,f,00069894b9,,720
MOLF/EiJ,f,000698ad9e,,426
MOLF/EiJ,f,000698b204,,854
MOLF/EiJ,f,000698bd0e,,567
MOLF/EiJ,f,0006CA20C8,,967
MOLF/EiJ,f,0006CA2380,,967
MOLF/EiJ,f,0006CA2388,,603
MOLF/EiJ,f,0006CA2E46,,469
MOLF/EiJ,f,0006CA2EE0,,940
MOLF/EiJ,f,0006CA3C10,,707
MOLF/EiJ,f,0006CA3C93,,774
MOLF/EiJ,f,0006CA4289,,729
MOLF/EiJ,f,0006CA48F8,,799
MOLF/EiJ,f,0006CA48FC,,560
MOLF/EiJ,f,0006CA4E81,,933
MOLF/EiJ,f,0006CA4EFE,,818
MOLF/EiJ,f,0006CA5DF7,,477
MOLF/EiJ,f,0006CA5E46,,590
MOLF/EiJ,f,0006CA6222,,926
MOLF/EiJ,f,0006CA6232,,610
MOLF/EiJ,f,0006CA68E5,,590
MOLF/EiJ,f,0006CA78B2,,707
MOLF/EiJ,f,0006CA7D82,,736
MOLF/EiJ,f,6980192,,598
MOLF/EiJ,f,6980427,,672
MOLF/EiJ,f,6980570,,784
MRL/MpJ,f,00068CD5C0,,401
MRL/MpJ,f,00068CD7FF,,659
MRL/MpJ,f,00068CDBE2,,668
MRL/MpJ,f,00068CE2DC,,652
MRL/MpJ,f,00068CE907,,567
MRL/MpJ,f,00068CF9B0,,557
MRL/MpJ,f,00068D0794,,652
MRL/MpJ,f,00068D19DA,,624
MRL/MpJ,f,00068af786,,529
MRL/MpJ,f,00068afd8c,,659
MRL/MpJ,f,00068afde9,,749
MRL/MpJ,f,00068b01db,,517
MRL/MpJ,f,00068b0868,,421
MRL/MpJ,f,00068b0a55,,640
MRL/MpJ,f,00068b0e1f,,554
MRL/MpJ,f,00068b14c4,,631
MRL/MpJ,f,00068b15be,,525
MRL/MpJ,f,00068b1d39,,603
MRL/MpJ,f,00068b1d7f,,554
MRL/MpJ,f,00068b21c2,,452
MRL/MpJ,f,00068b21d1,,385
MRL/MpJ,f,00068b23ff,,686
MRL/MpJ,f,00068b2465,,329
MRL/MpJ,f,00068b2937,,525
MRL/MpJ,f,351,,409
MRL/MpJ,f,352,,582
MRL/MpJ,f,353,,582
MRL/MpJ,f,354,,400
MRL/MpJ,f,355,,400
MRL/MpJ,f,51,,400
MRL/MpJ,m,00068CE339,,631
MRL/MpJ,m,00068CEBC1,,609
MRL/MpJ,m,00068CF2AD,,647
MRL/MpJ,m,00068CFA47,,651
MRL/MpJ,m,00068CFB9E,,620
MRL/MpJ,m,00068D04BF,,645
MRL/MpJ,m,00068D09C6,,645
MRL/MpJ,m,00068D3CB0,,449
MRL/MpJ,m,00068af174,,718
MRL/MpJ,m,00068af982,,736
MRL/MpJ,m,00068afb99,,708
MRL/MpJ,m,00068b123a,,633
MRL/MpJ,m,00068b17fc,,633
MRL/MpJ,m,00068b1e19,,690
MRL/MpJ,m,00068b262c,,736
MRL/MpJ,m,00068b27a2,,567
MRL/MpJ,m,00068ce861,,669
MRL/MpJ,m,00068d0514,,665
MRL/MpJ,m,357,,266
MRL/MpJ,m,358,,476
MRL/MpJ,m,359,,680
MRL/MpJ,m,360,,680
MRL/MpJ,m,361,,293
MRL/MpJ,m,362,,651
MRL/MpJ,m,363,,651
MRL/MpJ,m,364,,666
MRL/MpJ,m,365,,259
MRL/MpJ,m,366,,464
MRL/MpJ,m,367,,527
MRL/MpJ,m,368,,557
MRL/MpJ,m,369,,415
MRL/MpJ,m,370,,549
NOD.B10Sn-H2<b>/J,f,000699f96d,,646
NOD.B10Sn-H2<b>/J,f,000699fadd,,599
NOD.B10Sn-H2<b>/J,f,000699fd7a,,748
NOD.B10Sn-H2<b>/J,f,00069A249A,,377
NOD.B10Sn-H2<b>/J,f,00069a03f0,,809
NOD.B10Sn-H2<b>/J,f,00069a04d8,,642
NOD.B10Sn-H2<b>/J,f,00069a06d4,,851
NOD.B10Sn-H2<b>/J,f,00069a0d3f,,662
NOD.B10Sn-H2<b>/J,f,00069a104f,,660
NOD.B10Sn-H2<b>/J,f,00069a159c,,793
NOD.B10Sn-H2<b>/J,f,00069a15d6,,752
NOD.B10Sn-H2<b>/J,f,00069a1789,,740
NOD.B10Sn-H2<b>/J,f,00069a22a3,,528
NOD.B10Sn-H2<b>/J,f,00069a2383,,702
NOD.B10Sn-H2<b>/J,f,00069a247f,,654
NOD.B10Sn-H2<b>/J,f,00069a2488,,529
NOD.B10Sn-H2<b>/J,f,00069a298e,,486
NOD.B10Sn-H2<b>/J,f,371,,335
NOD.B10Sn-H2<b>/J,f,372,,732
NOD.B10Sn-H2<b>/J,f,373,,782
NOD.B10Sn-H2<b>/J,f,374,,861
NOD.B10Sn-H2<b>/J,f,375,,648
NOD.B10Sn-H2<b>/J,f,376,,696
NOD.B10Sn-H2<b>/J,f,377,,788
NOD.B10Sn-H2<b>/J,f,378,,814
NOD.B10Sn-H2<b>/J,f,379,,317
NOD.B10Sn-H2<b>/J,f,380,,556
NOD.B10Sn-H2<b>/J,f,381,,669
NOD.B10Sn-H2<b>/J,f,382,,758
NOD.B10Sn-H2<b>/J,f,383,,311
NOD.B10Sn-H2<b>/J,m,000699f917,,630
NOD.B10Sn-H2<b>/J,m,000699f9c5,,647
NOD.B10Sn-H2<b>/J,m,00069a0465,,878
NOD.B10Sn-H2<b>/J,m,00069a048f,,725
NOD.B10Sn-H2<b>/J,m,00069a0b8f,,850
NOD.B10Sn-H2<b>/J,m,00069a0e15,,653
NOD.B10Sn-H2<b>/J,m,00069a0f3d,,556
NOD.B10Sn-H2<b>/J,m,00069a0fef,,954
NOD.B10Sn-H2<b>/J,m,00069a11ee,,983
NOD.B10Sn-H2<b>/J,m,00069a1459,,597
NOD.B10Sn-H2<b>/J,m,00069a14b8,,700
NOD.B10Sn-H2<b>/J,m,00069a1947,,960
NOD.B10Sn-H2<b>/J,m,00069a1b05,,480
NOD.B10Sn-H2<b>/J,m,00069a1c5b,,773
NOD.B10Sn-H2<b>/J,m,00069a1ef4,,780
NOD.B10Sn-H2<b>/J,m,00069a2495,,501
NOD.B10Sn-H2<b>/J,m,00069a2942,,905
NOD.B10Sn-H2<b>/J,m,00069a2ad4,,696
NOD.B10Sn-H2<b>/J,m,00069a2ce6,,759
NOD.B10Sn-H2<b>/J,m,00069a2e88,,524
NOD.B10Sn-H2<b>/J,m,00069a30c8,,550
NOD.B10Sn-H2<b>/J,m,386,,395
NOD.B10Sn-H2<b>/J,m,387,,487
NOD.B10Sn-H2<b>/J,m,388,,922
NOD.B10Sn-H2<b>/J,m,389,,979
NOD.B10Sn-H2<b>/J,m,390,,323
NOD.B10Sn-H2<b>/J,m,391,,327
NOD.B10Sn-H2<b>/J,m,392,,364
NOD.B10Sn-H2<b>/J,m,393,,748
NOD.B10Sn-H2<b>/J,m,394,,926
NON/ShiLtJ,f,00068af906,,862
NON/ShiLtJ,f,00068afc77,,665
NON/ShiLtJ,f,00068afd06,,869
NON/ShiLtJ,f,00068afd2f,,623
NON/ShiLtJ,f,00068b0159,,750
NON/ShiLtJ,f,00068b01c6,,848
NON/ShiLtJ,f,00068b041c,,750
NON/ShiLtJ,f,00068b05c1,,847
NON/ShiLtJ,f,00068b0681,,840
NON/ShiLtJ,f,00068b06ae,,599
NON/ShiLtJ,f,00068b0a1b,,745
NON/ShiLtJ,f,00068b0bc5,,561
NON/ShiLtJ,f,00068b0ef6,,504
NON/ShiLtJ,f,00068b0f56,,764
NON/ShiLtJ,f,00068b12a5,,906
NON/ShiLtJ,f,00068b134e,,665
NON/ShiLtJ,f,00068b16ad,,869
NON/ShiLtJ,f,00068b1a5f,,631
NON/ShiLtJ,f,00068b225a,,588
NON/ShiLtJ,f,00068b2344,,603
NON/ShiLtJ,f,00068b2ae1,,610
NON/ShiLtJ,f,395,,574
NON/ShiLtJ,f,396,,651
NON/ShiLtJ,f,397,,757
NON/ShiLtJ,f,398,,833
NON/ShiLtJ,f,399,,819
NON/ShiLtJ,f,400,,819
NON/ShiLtJ,f,401,,819
NON/ShiLtJ,f,402,,819
NON/ShiLtJ,f,403,,870
NON/ShiLtJ,f,404,,295
NON/ShiLtJ,m,00068af3b5,,863
NON/ShiLtJ,m,00068af764,,910
NON/ShiLtJ,m,00068af7e9,,905
NON/ShiLtJ,m,00068af8b6,,924
NON/ShiLtJ,m,00068afb13,,569
NON/ShiLtJ,m,00068afd93,,987
NON/ShiLtJ,m,00068afef0,,707
NON/ShiLtJ,m,00068b0671,,862
NON/ShiLtJ,m,00068b06a6,,837
NON/ShiLtJ,m,00068b0f85,,840
NON/ShiLtJ,m,00068b1063,,919
NON/ShiLtJ,m,00068b1267,,765
NON/ShiLtJ,m,00068b15c8,,693
NON/ShiLtJ,m,00068b1697,,842
NON/ShiLtJ,m,00068b1a9f,,779
NON/ShiLtJ,m,00068b1ded,,806
NON/ShiLtJ,m,00068b1def,,919
NON/ShiLtJ,m,00068b2223,,980
NON/ShiLtJ,m,00068b224d,,898
NON/ShiLtJ,m,00068b24cd,,973
NON/ShiLtJ,m,00068b25f9,,953
NON/ShiLtJ,m,00068b2835,,667
NON/ShiLtJ,m,00068b29f4,,930
NON/ShiLtJ,m,405,,274
NON/ShiLtJ,m,406,,611
NON/ShiLtJ,m,407,,806
NON/ShiLtJ,m,408,,897
NON/ShiLtJ,m,409,,904
NON/ShiLtJ,m,410,,793
NON/ShiLtJ,m,411,,799
NON/ShiLtJ,m,412,,813
NON/ShiLtJ,m,413,,847
NZO/HlLtJ,f,00068AFF42,,302
NZO/HlLtJ,f,00068B0D28,,418
NZO/HlLtJ,f,00068B13C4,,217
NZO/HlLtJ,f,00068CEF36,,686
NZO/HlLtJ,f,00068D30D2,,400
NZO/HlLtJ,f,00068af83f,,687
NZO/HlLtJ,f,00068af8bf,,805
NZO/HlLtJ,f,00068afe33,,667
NZO/HlLtJ,f,00068b0527,,918
NZO/HlLtJ,f,00068b0662,,680
NZO/HlLtJ,f,00068b06f5,,405
NZO/HlLtJ,f,00068b0932,,533
NZO/HlLtJ,f,00068b09b6,,485
NZO/HlLtJ,f,00068b0b68,,757
NZO/HlLtJ,f,00068b0db5,,427
NZO/HlLtJ,f,00068b1467,,757
NZO/HlLtJ,f,00068b1a43,,783
NZO/HlLtJ,f,00068b2001,,631
NZO/HlLtJ,f,00068b2557,,682
NZO/HlLtJ,f,00068b26c4,,336
NZO/HlLtJ,f,00068b26f1,,659
NZO/HlLtJ,f,00068d0590,,561
NZO/HlLtJ,f,00068d278d,,700
NZO/HlLtJ,f,000699f5af,,708
NZO/HlLtJ,f,000699fd1f,,694
NZO/HlLtJ,f,414,,386
NZO/HlLtJ,f,415,,323
NZO/HlLtJ,f,416,,476
NZO/HlLtJ,f,417,,576
NZO/HlLtJ,f,418,,244
NZO/HlLtJ,f,419,,301
NZO/HlLtJ,f,420,,329
NZO/HlLtJ,m,00068CDAF8,,423
NZO/HlLtJ,m,00068CE07C,,499
NZO/HlLtJ,m,00068D097F,,386
NZO/HlLtJ,m,00068b071e,,855
NZO/HlLtJ,m,00068b09c2,,568
NZO/HlLtJ,m,00068b2653,,741
NZO/HlLtJ,m,00068b2799,,511
NZO/HlLtJ,m,00068b2b93,,598
NZO/HlLtJ,m,00068cf123,,701
NZO/HlLtJ,m,00068d01fc,,477
NZO/HlLtJ,m,00068d08d7,,637
NZO/HlLtJ,m,00068d1a2d,,818
NZO/HlLtJ,m,00068d4c05,,700
NZO/HlLtJ,m,00069A283A,,756
NZO/HlLtJ,m,421,,467
NZO/HlLtJ,m,422,,617
NZO/HlLtJ,m,423,,637
NZO/HlLtJ,m,424,,223
NZO/HlLtJ,m,425,,243
NZO/HlLtJ,m,426,,258
NZO/HlLtJ,m,427,,315
NZO/HlLtJ,m,428,,405
NZO/HlLtJ,m,429,,230
NZO/HlLtJ,m,430,,380
NZO/HlLtJ,m,431,,219
NZO/HlLtJ,m,432,,223
NZO/HlLtJ,m,433,,280
NZO/HlLtJ,m,434,,358
NZO/HlLtJ,m,68AFEDA,,286
NZO/HlLtJ,m,68B10CF,,286
NZO/HlLtJ,m,68B2B9F,,248
NZW/LacJ,f,00068af2f1,,691
NZW/LacJ,f,00068af715,,747
NZW/LacJ,f,00068af752,,564
NZW/LacJ,f,00068af84c,,915
NZW/LacJ,f,00068af9d4,,825
NZW/LacJ,f,00068aff83,,866
NZW/LacJ,f,00068b02bf,,1006
NZW/LacJ,f,00068b0481,,698
NZW/LacJ,f,00068b0626,,732
NZW/LacJ,f,00068b0e98,,460
NZW/LacJ,f,00068b0f4e,,727
NZW/LacJ,f,00068b1092,,984
NZW/LacJ,f,00068b1247,,512
NZW/LacJ,f,00068b14df,,698
NZW/LacJ,f,00068b1597,,727
NZW/LacJ,f,00068b18f3,,916
NZW/LacJ,f,00068b1c88,,525
NZW/LacJ,f,00068b1e48,,572
NZW/LacJ,f,00068b2402,,782
NZW/LacJ,f,00068b2927,,558
NZW/LacJ,f,00068b2945,,775
NZW/LacJ,f,00068cd5f1,,813
NZW/LacJ,f,00068cf7e4,,880
NZW/LacJ,f,00068cfa3e,,747
NZW/LacJ,f,435,,593
NZW/LacJ,f,436,,614
NZW/LacJ,f,437,,674
NZW/LacJ,f,438,,817
NZW/LacJ,f,439,,560
NZW/LacJ,f,440,,617
NZW/LacJ,f,441,,845
NZW/LacJ,f,442,,915
NZW/LacJ,m,00066673c5,,1153
NZW/LacJ,m,00068af1a1,,992
NZW/LacJ,m,00068af8db,,1043
NZW/LacJ,m,00068afc21,,824
NZW/LacJ,m,00068afccc,,642
NZW/LacJ,m,00068afe52,,678
NZW/LacJ,m,00068affbb,,1152
NZW/LacJ,m,00068b0111,,978
NZW/LacJ,m,00068b0537,,509
NZW/LacJ,m,00068b0874,,375
NZW/LacJ,m,00068b0ae3,,887
NZW/LacJ,m,00068b11ca,,790
NZW/LacJ,m,00068b15e3,,607
NZW/LacJ,m,00068b15e5,,746
NZW/LacJ,m,00068b190a,,711
NZW/LacJ,m,00068b2099,,769
NZW/LacJ,m,00068b26c6,,416
NZW/LacJ,m,00068b28bf,,1084
NZW/LacJ,m,00068b2bd2,,445
NZW/LacJ,m,00068cd8d9,,1083
NZW/LacJ,m,00068ce345,,824
NZW/LacJ,m,00068cf88f,,1145
NZW/LacJ,m,00068cfdfd,,1139
NZW/LacJ,m,00068d0a5f,,739
NZW/LacJ,m,00068d1391,,956
NZW/LacJ,m,00068d22f7,,977
NZW/LacJ,m,000699fcf3,,1013
NZW/LacJ,m,00069a1fb6,,593
NZW/LacJ,m,00069a2f47,,586
NZW/LacJ,m,443,,553
NZW/LacJ,m,444,,695
NZW/LacJ,m,445,,547
P/J,f,00068CFC16,,645
P/J,f,00068cd7c7,,693
P/J,f,00068cdE86,,394
P/J,f,00068cdc73,,679
P/J,f,00068cdd62,,713
P/J,f,00068cdffd,,560
P/J,f,00068ce1f5,,653
P/J,f,00068cf655,,792
P/J,f,00068cf989,,547
P/J,f,00068d05c1,,720
P/J,f,00068d0c54,,849
P/J,f,00068d17ae,,665
P/J,f,00068d3080,,623
P/J,f,00068d3343,,861
P/J,f,00068d4158,,948
P/J,f,000699F8FE,,513
P/J,f,00069A091E,,416
P/J,f,00069A1C2E,,611
P/J,f,00069A2FE9,,378
P/J,f,446,,301
P/J,f,447,,728
P/J,f,448,,741
P/J,f,449,,936
P/J,f,450,,984
P/J,f,451,,475
P/J,f,452,,559
P/J,f,453,,811
P/J,f,454,,846
P/J,f,455,,477
P/J,f,456,,801
P/J,f,457,,814
P/J,f,458,,898
PL/J,f,00068B015D,,702
PL/J,f,00068B0842,,333
PL/J,f,00068CE9B5,,400
PL/J,f,00068CF32D,,512
PL/J,f,00068CF38A,,477
PL/J,f,00068D03CD,,498
PL/J,f,00068D21DE,,435
PL/J,f,00068afb17,,674
PL/J,f,00068b013c,,386
PL/J,f,00068b0b05,,386
PL/J,f,00068b0fc6,,520
PL/J,f,00068b10e4,,386
PL/J,f,00068b1513,,386
PL/J,f,00068b24a1,,455
PL/J,f,00068b26c9,,333
PL/J,f,00068d35d8,,736
PL/J,f,459,,373
PL/J,f,460,,400
PL/J,f,461,,674
PL/J,f,462,,409
PL/J,f,463,,520
PL/J,f,464,,315
PL/J,f,465,,407
PL/J,f,466,,527
PL/J,f,467,,640
PL/J,f,468,,351
PL/J,f,469,,387
PL/J,f,470,,520
PL/J,f,471,,750
PL/J,f,472,,218
PL/J,f,473,,329
PL/J,f,474,,345
PL/J,m,00068AF4E4,,499
PL/J,m,00068AFF98,,499
PL/J,m,00068B0CB1,,702
PL/J,m,00068B0F08,,680
PL/J,m,00068B26C2,,687
PL/J,m,00068CFACA,,563
PL/J,m,00068CFEF3,,506
PL/J,m,00068af99e,,372
PL/J,m,00068afa9d,,395
PL/J,m,00068b0af5,,373
PL/J,m,00068cdf3c,,555
PL/J,m,475,,360
PL/J,m,476,,538
PL/J,m,477,,592
PL/J,m,478,,730
PL/J,m,479,,295
PL/J,m,480,,295
PL/J,m,481,,365
PL/J,m,482,,534
PL/J,m,483,,427
PL/J,m,484,,456
PL/J,m,485,,359
PL/J,m,486,,365
PL/J,m,487,,245
PL/J,m,488,,365
PL/J,m,489,,543
PL/J,m,490,,558
PL/J,m,491,,653
PL/J,m,492,,343
PL/J,m,493,,351
PL/J,m,494,,393
PL/J,m,495,,469
PWD/PhJ,f,00068afcfb,,836
PWD/PhJ,f,00068b0566,,967
PWD/PhJ,f,00068b05c0,,991
PWD/PhJ,f,00068b0af6,,776
PWD/PhJ,f,00068b0bdd,,921
PWD/PhJ,f,00068b0df3,,434
PWD/PhJ,f,00068b0f0f,,991
PWD/PhJ,f,00068b121e,,697
PWD/PhJ,f,00068b12f3,,1071
PWD/PhJ,f,00068b15b8,,921
PWD/PhJ,f,00068b1b91,,839
